Fecha,Bosque,Planta,Flores,X,Y,Periodo,Year,Day_ISO,Day,Week_ISO,Week
2020-07-04,3,Potentilla_erecta,1,9,3,2,2020,186,83,27,12
2020-07-04,3,Trifolium_pratense,1,9,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,1,8,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,3,7,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,3,6,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,3,5,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,6,5,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,9,4,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,3,3,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,2,2,3,2,2020,186,83,27,12
2020-07-04,3,Prunella_grandiflora,6,2,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,8,1,3,2,2020,186,83,27,12
2020-07-04,3,Potentilla_erecta,2,0,3,2,2020,186,83,27,12
2020-07-04,3,Lotus_corniculatus,1,0,3,2,2020,186,83,27,12
2020-06-14,2,Ranunculus_sp,4,18,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,7,18,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,3,17,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,5,17,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,10,16,0,2,2020,166,63,24,9
2020-06-14,2,Trifolium_repens,2,16,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,1,16,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,11,15,0,2,2020,166,63,24,9
2020-06-14,2,Trifolium_repens,1,15,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,1,15,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,1,14,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,4,14,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,5,13,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,13,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,12,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,3,12,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,11,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,2,11,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,10,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,10,10,0,2,2020,166,63,24,9
2020-06-14,2,Hutchinsia_alpina,8,10,0,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,2,10,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,7,9,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,9,9,0,2,2020,166,63,24,9
2020-06-14,2,Hutchinsia_alpina,9,9,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,10,8,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,8,0,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,2,8,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,5,7,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,8,7,0,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,4,7,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,7,6,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,12,6,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,9,6,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,5,5,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,7,5,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,5,5,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,17,4,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,4,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,4,4,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,3,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,16,3,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,3,3,0,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,1,2,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,6,2,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,4,2,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,7,1,0,2,2020,166,63,24,9
2020-06-14,2,Potentilla_erecta,5,1,0,2,2020,166,63,24,9
2020-06-14,2,Veronica_officinalis,9,1,0,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,2,1,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,8,1,0,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,19,0,0,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,2,0,0,2,2020,166,63,24,9
2020-06-14,2,Myosotis_lamottiana,2,0,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,12,0,1,2,2020,166,63,24,9
2020-06-14,2,Potentilla_erecta,3,1,1,2,2020,166,63,24,9
2020-06-14,2,Lotus_corniculatus,6,1,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,4,1,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,9,1,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,5,2,1,2,2020,166,63,24,9
2020-06-14,2,Ranunculus_sp,2,2,1,2,2020,166,63,24,9
2020-06-14,2,Plantago_sp,14,2,1,2,2020,166,63,24,9
2020-06-14,2,Bellis_perennis,6,3,1,2,2020,166,63,24,9
