Bosque,Codigo,Tanda,Dia,ID,Especie planta,Numero flores,GPS,x,y
Pinar Aznalcazar,PA,2,10.03.2020,LS11,Lavandula stoechas,19,PALS11,7,9
Pinar Aznalcazar,PA,3,28.4.2020,ls11,Lavandula stoechas,27,,7,9
Pinar Aznalcazar,PA,3,28.4.2020,ls12,Lavandula stoechas,40,PALS12,10,10
Pinar Aznalcazar,PA,4,6.5.2020,ls12,Galactite tomentosa,6,,10,10
Pinar Aznalcazar,PA,4,6.5.2020,ls12,Lavandula stoechas,7,,10,10
Pinar Aznalcazar,PA,2,10.03.2020,LS2,Lavandula stoechas,2,PALS2,24,16
Pinar Aznalcazar,PA,3,28.4.2020,LS2,Lavandula stoechas,20,,24,16
Pinar Aznalcazar,PA,2,10.03.2020,LS3,Lavandula stoechas,1,PALS3,4,6
Pinar Aznalcazar,PA,2,10.03.2020,LS4,Lavandula stoechas,14,PALS4,4,6
Pinar Aznalcazar,PA,2,10.03.2020,LS5,Lavandula stoechas,6,PALS5,4,6
Pinar Aznalcazar,PA,5,21.5.2020,ls5,Lavandula stoechas,3,,4,6
Pinar Aznalcazar,PA,2,10.03.2020,LS6,Lavandula stoechas,18,PALS6,10,14
Pinar Aznalcazar,PA,5,21.5.2020,ls6,Lavandula stoechas,1,,10,14
Pinar Aznalcazar,PA,2,10.03.2020,LS7,Lavandula stoechas,14,PALS7,3,10
Pinar Aznalcazar,PA,2,10.03.2020,LS8,Lavandula stoechas,7,PALS8,2,9
Pinar Aznalcazar,PA,3,28.4.2020,ls8,Lavandula stoechas,16,,2,9
Pinar Aznalcazar,PA,2,10.03.2020,LS9,Lavandula stoechas,3,PALS9,2,9
Pinar Aznalcazar,PA,2,10.03.2020,RO1,rosmarinus officinales,30,PARO1,4,23
Pinar Aznalcazar,PA,6,29.5.2020,ro1,rosmarinus officinales,8,,4,23
Pinar Aznalcazar,PA,1,26.2.2020,RO2,rosmarinus officinales,90,PARO2,7,9
Pinar Aznalcazar,PA,2,10.03.2020,RO2,rosmarinus officinales,70,PARO2,7,9
Pinar Aznalcazar,PA,1,26.2.2020,RO3,rosmarinus officinales,70,PARO3,7,9
Pinar Aznalcazar,PA,2,10.03.2020,RO3,rosmarinus officinales,90,PARO3,7,9
Pinar Aznalcazar,PA,3,28.4.2020,RO3,rosmarinus officinales,12,,7,9
Pinar Aznalcazar,PA,1,26.2.2020,RO4,rosmarinus officinales,60,PARO4,7,9
Pinar Aznalcazar,PA,1,26.2.2020,RO5,rosmarinus officinales,80,PARO5,7,9
Pinar Hinojos,PH,5,8.5.2020,Cli1,Leontodon,28,,3,17
Pinar Hinojos,PH,5,8.5.2020,Cli1,Lysimachia arvensis,5,,3,17
Pinar Hinojos,PH,5,8.5.2020,Cli1,Silene colorata,1,,3,17
Pinar Hinojos,PH,5,8.5.2020,Cli1,Andryala integrifolia,4,,3,17
Pinar Hinojos,PH,5,8.5.2020,Cli1,Linum bienne,3,,3,17
Pinar Hinojos,PH,5,8.5.2020,Cli1,cistus libanotis,2,,3,17
Pinar Hinojos,PH,3,22.4.2020,Cli1,cistus libanotis,3,PHCLi1,3,17
Pinar Hinojos,PH,4,1.5.2020,CLi2,cistus libanotis,1,,3,17
Pinar Hinojos,PH,3,22.4.2020,Cli2,cistus libanotis,3,PHCLi2,3,17
Pinar Hinojos,PH,4,1.5.2020,CLi3,Leontodon,27,,4,1
Pinar Hinojos,PH,4,1.5.2020,CLi3,Reseda phyteuma,4,,4,1
Pinar Hinojos,PH,4,1.5.2020,CLi3,Ornithopus sativus,9,,4,1
Pinar Hinojos,PH,4,1.5.2020,CLi3,Lysimachia arvensis,1,,4,1
Pinar Hinojos,PH,4,1.5.2020,CLi3,cistus libanotis,1,,4,1
Pinar Hinojos,PH,3,22.4.2020,Cli3,cistus libanotis,1,PHCLi3,4,1
Pinar Hinojos,PH,4,1.5.2020,CLi4,cistus libanotis,1,,4,1
Pinar Hinojos,PH,6,25.5.2020,hc14,halimium commutatum,2,,4,17
Pinar Hinojos,PH,6,25.5.2020,hc15,halimium commutatum,3,,4,17
Pinar Hinojos,PH,3,22.4.2020,HC17,halimium commutatum,1,,5,2
Pinar Hinojos,PH,3,22.4.2020,HC19,halimium commutatum,1,,18,15
Pinar Hinojos,PH,5,8.5.2020,HC5,halimium commutatum,5,,7,17
Pinar Hinojos,PH,6,25.5.2020,HC5,Leontodon,15,,7,17
Pinar Hinojos,PH,6,25.5.2020,HC5,Andryala integrifolia,26,,7,17
Pinar Hinojos,PH,6,25.5.2020,HC5,Echium,13,,7,17
Pinar Hinojos,PH,6,25.5.2020,HC5,halimium commutatum,3,,7,17
Pinar Hinojos,PH,6,25.5.2020,hc6,halimium commutatum,1,,7,17
Pinar Puebla,PP,6,26.5.2020, cs7,Cistus salvifolius,5,,5,7
Pinar Puebla,PP,3,19.4.2020,CC1,cistus crispus,34,PPcc1,20,6
Pinar Puebla,PP,4,29.4.2020,CC1,Tolpis barbata,5,,20,6
Pinar Puebla,PP,4,29.4.2020,CC1,Tuberaria gutata,17,,20,6
Pinar Puebla,PP,4,29.4.2020,CC1,Leontodon,13,,20,6
Pinar Puebla,PP,4,29.4.2020,CC1,Silene colorata,13,,20,6
Pinar Puebla,PP,4,29.4.2020,CC1,cistus crispus,40,,20,6
Pinar Puebla,PP,5,7.5.2020,cc1,cistus crispus,70,,20,6
Pinar Puebla,PP,3,12.3.2020,CL1,Cistus ladanifer,2,PPCL1,17,14
Pinar Puebla,PP,3,12.3.2020,CL2,Cistus ladanifer,5,PPCL2,18,15
Pinar Puebla,PP,3,12.3.2020,CL3,Cistus ladanifer,1,PPCL3,17,4
Pinar Puebla,PP,3,12.3.2020,CL4,Cistus ladanifer,1,PPCL4,15,5
Pinar Puebla,PP,3,12.3.2020,CL5,Cistus ladanifer,3,PPCL5,5,14
Pinar Puebla,PP,3,12.3.2020,CL6,Cistus ladanifer,13,PPCL6,5,14
Pinar Puebla,PP,3,12.3.2020,CL7,Cistus ladanifer,4,PPCL7,9,19
Pinar Puebla,PP,3,12.3.2020,CS1,Cistus salvifolius,11,PPCS1,6,15
Pinar Puebla,PP,3,12.3.2020,CS11,Cistus salvifolius,26,PPCS11,19,14
Pinar Puebla,PP,3,12.3.2020,CS12,Cistus salvifolius,31,PPCS12,19,14
Pinar Puebla,PP,3,12.3.2020,CS13,Cistus salvifolius,21,PPCS13,16,10
Pinar Puebla,PP,3,19.4.2020,CS13,Cistus salvifolius,3,,16,10
Pinar Puebla,PP,3,12.3.2020,CS14,Cistus salvifolius,16,PPCS14,16,10
Pinar Puebla,PP,5,7.5.2020,cs14,Tuberaria gutata,11,,16,10
Pinar Puebla,PP,5,7.5.2020,cs14,Tolpis barbata,7,,16,10
Pinar Puebla,PP,5,7.5.2020,cs14,Echium plantagineum,3,,16,10
Pinar Puebla,PP,5,7.5.2020,cs14,Andryala integrifolia,8,,16,10
Pinar Puebla,PP,5,7.5.2020,cs14,Leontodon,6,,16,10
Pinar Puebla,PP,5,7.5.2020,cs14,Cistus salvifolius,1,,16,10
Pinar Puebla,PP,6,26.5.2020,cs14,Leontodon,75,,16,10
Pinar Puebla,PP,6,26.5.2020,cs14,Andryala integrifolia,67,,16,10
Pinar Puebla,PP,6,26.5.2020,cs14,Silene colorata,48,,16,10
Pinar Puebla,PP,6,26.5.2020,cs14,Tolpis barbata,3,,16,10
Pinar Puebla,PP,6,26.5.2020,cs14,Cistus salvifolius,1,,16,10
Pinar Puebla,PP,3,12.3.2020,CS15,Cistus salvifolius,18,PPCS15,6,12
Pinar Puebla,PP,3,12.3.2020,CS16,Cistus salvifolius,10,PPCS16,6,12
Pinar Puebla,PP,6,26.5.2020,cs16,Cistus salvifolius,1,,6,12
Pinar Puebla,PP,3,12.3.2020,CS17,Cistus salvifolius,8,PPCS17,12,10
Pinar Puebla,PP,5,7.5.2020,cs17,Silene colorata,5,,12,10
Pinar Puebla,PP,5,7.5.2020,cs17,Leontodon,30,,12,10
Pinar Puebla,PP,5,7.5.2020,cs17,Cistus salvifolius,1,,12,10
Pinar Puebla,PP,3,12.3.2020,CS18,Cistus salvifolius,5,PPCS18,6,11
Pinar Puebla,PP,3,12.3.2020,CS19,Cistus salvifolius,16,PPCS19,0,14
Pinar Puebla,PP,3,12.3.2020,CS2,Cistus salvifolius,8,PPCS2,10,16
Pinar Puebla,PP,3,12.3.2020,CS20,Cistus salvifolius,10,PPCS20,7,13
Pinar Puebla,PP,3,12.3.2020,CS21,Cistus salvifolius,28,PPCS21,7,13
Pinar Puebla,PP,6,26.5.2020,cs21,Cistus salvifolius,1,,7,13
Pinar Puebla,PP,3,12.3.2020,CS22,Cistus salvifolius,37,PPCS22,6,11
Pinar Puebla,PP,3,12.3.2020,CS23,Cistus salvifolius,24,PPCS23,6,11
Pinar Puebla,PP,6,26.5.2020,cs23,Cistus salvifolius,1,,6,11
Pinar Puebla,PP,3,12.3.2020,CS24,Cistus salvifolius,18,PPCS24,4,9
Pinar Puebla,PP,3,12.3.2020,CS25,Cistus salvifolius,18,PPCS25,4,9
Pinar Puebla,PP,3,12.3.2020,CS26,Cistus salvifolius,27,PPCS26,3,12
Pinar Puebla,PP,3,12.3.2020,CS27,Cistus salvifolius,7,PPCS27,3,12
Pinar Puebla,PP,3,12.3.2020,CS28,Cistus salvifolius,8,PPCS28,3,12
Pinar Puebla,PP,3,12.3.2020,CS29,Cistus salvifolius,13,PPCS29,7,12
Pinar Puebla,PP,3,12.3.2020,CS3,Cistus salvifolius,2,PPCS3,12,13
Pinar Puebla,PP,3,12.3.2020,CS30,Cistus salvifolius,24,PPCS30,9,9
Pinar Puebla,PP,3,12.3.2020,CS31,Cistus salvifolius,8,PPCS31,8,9
Pinar Puebla,PP,5,7.5.2020,cs31,Silene colorata,20,,8,9
Pinar Puebla,PP,5,7.5.2020,cs31,Leontodon,20,,8,9
Pinar Puebla,PP,5,7.5.2020,cs31,Echium plantagineum,1,,8,9
Pinar Puebla,PP,5,7.5.2020,cs31,Cistus salvifolius,2,,8,9
Pinar Puebla,PP,6,26.5.2020,cs31,Cistus salvifolius,12,,8,9
Pinar Puebla,PP,3,12.3.2020,CS32,Cistus salvifolius,14,PPCS32,8,9
Pinar Puebla,PP,3,12.3.2020,CS33,Cistus salvifolius,8,PPCS33,6,9
Pinar Puebla,PP,6,26.5.2020,cs33,Cistus salvifolius,3,,6,9
Pinar Puebla,PP,3,12.3.2020,CS34,Cistus salvifolius,4,PPCS34,6,9
Pinar Puebla,PP,3,12.3.2020,CS35,Cistus salvifolius,3,PPCS35,6,9
Pinar Puebla,PP,6,26.5.2020,cs35,Cistus salvifolius,1,,6,9
Pinar Puebla,PP,3,12.3.2020,CS36,Cistus salvifolius,8,PPCS36,7,7
Pinar Puebla,PP,3,12.3.2020,CS37,Cistus salvifolius,8,PPCS37,22,2
Pinar Puebla,PP,3,12.3.2020,CS38,Cistus salvifolius,6,PPCS38,22,6
Pinar Puebla,PP,3,19.4.2020,CS38,Leontodon hispidus,90,,22,6
Pinar Puebla,PP,3,19.4.2020,CS38,Erodium foetidum,10,,22,6
Pinar Puebla,PP,3,19.4.2020,CS38,Lysimachia arvensis,4,,22,6
Pinar Puebla,PP,3,19.4.2020,CS38,Ornithopus sativus,30,,22,6
Pinar Puebla,PP,3,19.4.2020,CS38,Phelipanche nama,30,,22,6
Pinar Puebla,PP,3,19.4.2020,CS38,Cistus salvifolius,1,,22,6
Pinar Puebla,PP,6,26.5.2020,cs38,Cistus salvifolius,2,,22,6
Pinar Puebla,PP,3,12.3.2020,CS39,Cistus salvifolius,10,PPCS39,17,7
Pinar Puebla,PP,3,12.3.2020,CS4,Cistus salvifolius,11,PPCS4,10,16
Pinar Puebla,PP,4,29.4.2020,CS4,Echium plantagineum,3,,10,16
Pinar Puebla,PP,4,29.4.2020,CS4,Silene colorata,10,,10,16
Pinar Puebla,PP,4,29.4.2020,CS4,Leontodon hispidus,30,,10,16
Pinar Puebla,PP,4,29.4.2020,CS4,Cistus salvifolius,1,,10,16
Pinar Puebla,PP,3,12.3.2020,CS40,Cistus salvifolius,15,PPCS40,20,4
