Bosque,Codigo,Tanda,Dia,Tiempo,Polinizador,Order,Pollinator_genus,Pollinator_subgenus,Pollinator_species,subespecie,Pollinator_sex,morphoespecie,Det,Comments,numero.visitas.1,Planta.1,numero.visitas2,Planta.2,numero.visitas,Planta,capturado.,Código,observaciones,Pollinator,Pollinator_id,Plant_id,Plant,quad,quad2,year
Pinar Puebla,PP,6,26.5.2020,soleado,abeja=PPC1,Hymenoptera,Panurgus,,calcaratus,,male,,,NA,1,Leontodon hispidus,0,0,0,0,,,,Panurgus calcaratus,Panurgus calcaratus,PPLeontodon hispidus,Leontodon hispidus,NA,"12,1",2020
Pinar Puebla,PP,6,26.5.2020,soleado,abeja=PPC1,Hymenoptera,Panurgus,,calcaratus,,male,,,NA,2,silene colorata,0,0,0,0,,,,Panurgus calcaratus,Panurgus calcaratus,PPsilene colorata,Silene colorata,NA,"12,1",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,episyrphus balteatus,,,,,,,,,NA,1,cs1,0,0,0,0,,,,NA,Episyrphus balteatus,VScs1,Cistus salviifolius,NA,"13,17",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,episyrphus balteatus,,,,,,,,,NA,1,cs9,0,0,0,0,,,,NA,Episyrphus balteatus,VScs9,Cistus salviifolius,NA,"11,15",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,abeja,Hymenoptera,Lasioglossum,,immunitum,,female,,CMF,NA,1,andryala integrifolia,0,0,0,0,si,VSC1,,Lasioglossum immunitum,Lasioglossum immunitum,VSandryala integrifolia,Andryala integrifolia,NA,"20,16",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,apis mellifera,,,,,,,,,NA,1,cc1,0,0,0,0,,,,NA,Apis mellifera,VScc1,Cistus crispus,NA,"20,16",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,abeja=VSC1,,,,,,,,,NA,1,cs14,0,0,0,0,,,,NA,Andrena cinerea,VScs14,Cistus salviifolius,NA,"10,21",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,abeja=VSC1,,,,,,,,,NA,2,Leontodon hispidus,0,0,0,0,,,,NA,Andrena cinerea,VSLeontodon hispidus,Leontodon hispidus,NA,"18,14",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,abeja=VSC1,,,,,,,,,NA,1,andryala integrifolia,0,0,0,0,,,,NA,Andrena cinerea,VSandryala integrifolia,Andryala integrifolia,NA,"20,16",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,abeja=VSC1,,,,,,,,,NA,10,andryala integrifolia,0,0,0,0,,,,NA,Andrena cinerea,VSandryala integrifolia,Andryala integrifolia,NA,"20,16",2020
Villamanrique Sur,VS,6,27.5.2020,soleado,dischistus biroi,,,,,,,,,NA,1,cs14,0,0,0,0,,,,NA,Dischistus biroi,VScs14,Cistus salviifolius,NA,"10,21",2020
Villamanrique Chaparral,VC,6,28.5.2020,soleado,bombilido nuevo puntos,,,,,,,,,NA,1,CS8,0,0,0,0,,,,NA,Bombylella atra,VCCS8,Cistus salviifolius,"11,14","11,14",2020
Villamanrique Chaparral,VC,6,28.5.2020,soleado,apis mellifera,,,,,,,,,NA,2,CC1,0,0,0,0,,,,NA,Apis mellifera,VCCC1,Cistus crispus,NA,"7,2",2020
Villamanrique Chaparral,VC,6,28.5.2020,soleado,abeja,Hymenoptera,Andrena,,limata,,female,,CMF,NA,1,cs13,0,0,0,0,si,VCC1,,Andrena limata,Andrena limata,VCcs13,Cistus salviifolius,NA,"15,12",2020
Villamanrique Chaparral,VC,6,28.5.2020,soleado,abeja=VCT1.1,,,,,,,,,NA,1,cs24,0,0,0,0,,,,NA,Lasioglossum prasinum,VCcs24,Cistus salviifolius,NA,"16,1",2020
Villamanrique Chaparral,VC,6,28.5.2020,soleado,abeja,Hymenoptera,Flavipanurgus,,venustus,,male,,CMF,NA,1,cc24,0,0,0,0,si,vcc2,,Flavipanurgus venustus,Flavipanurgus venustus,VCcc24,Cistus crispus,NA,"9,11",2020
Villamanrique Chaparral,VC,6,28.5.2020,soleado,bombilido pequeño marron,,,,,,,,,NA,1,cs7,0,0,0,0,,,,NA,Bombylis sp,VCcs7,Cistus salviifolius,NA,"11,12",2020
Pinar Aznalcazar,PA,6,29.5.2020,soleado,mosca,,,,,,,,,NA,1,andryala integrifolia,0,0,0,0,si,PSC1,han cortado todo el pasto,NA,Empis sp,PAandryala integrifolia,Andryala integrifolia,NA,"2,4",2020
