"","Fecha","Hora","Periodo_hora","Bosque","Codigo_vuelo_dia","Codigo_vuelos","Orden","Polinizador","Codigo_captura","Sexo","Planta","xy","Fecha2","Periodo_fecha","X","Y"
"914",2020-05-06,"16:42:00",3,1,43,187,4,"Eupeodes corollae","?=C17","","Bellis perennis",20.19,2021-05-06,"1","20","19"
"915",2020-05-06,"16:43:00",3,1,44,188,1,"Eupeodes corollae","?=C17","","Bellis perennis",18.08,2021-05-06,"1","18","08"
"916",2020-05-06,"16:43:00",3,1,44,188,2,"Eupeodes corollae","?=C17","","Bellis perennis",18.07,2021-05-06,"1","18","07"
"917",2020-05-06,"16:43:00",3,1,44,188,3,"Eupeodes corollae","?=C17","","Bellis perennis",16.07,2021-05-06,"1","16","07"
"918",2020-05-06,"16:48:00",3,1,45,189,1,"Vanessa cardui","","","Taraxacum sp.",8.08,2021-05-06,"1","8","08"
"919",2020-05-06,"16:48:00",3,1,45,189,2,"Vanessa cardui","","","Taraxacum sp.",8.08,2021-05-06,"1","8","08"
"920",2020-05-06,"16:48:00",3,1,45,189,3,"Vanessa cardui","","","Taraxacum sp.",10.07,2021-05-06,"1","10","07"
"921",2020-05-06,"16:48:00",3,1,45,189,4,"Vanessa cardui","","","Taraxacum sp.",20.03,2021-05-06,"1","20","03"
"922",2020-05-06,"16:48:00",3,1,45,189,5,"Vanessa cardui","","","Taraxacum sp.",20.02,2021-05-06,"1","20","02"
"923",2020-05-06,"16:52:00",3,1,46,190,1,"Apis mellifera","","","Taraxacum sp.",11.04,2021-05-06,"1","11","04"
"924",2020-05-06,"16:52:00",3,1,46,190,2,"Apis mellifera","","","Taraxacum sp.",11.04,2021-05-06,"1","11","04"
"925",2020-05-06,"16:52:00",3,1,46,190,3,"Apis mellifera","","","Taraxacum sp.",11.04,2021-05-06,"1","11","04"
"926",2020-05-06,"16:52:00",3,1,46,190,4,"Apis mellifera","","","Taraxacum sp.",12.05,2021-05-06,"1","12","05"
"927",2020-05-06,"16:52:00",3,1,46,190,5,"Apis mellifera","","","Taraxacum sp.",11.04,2021-05-06,"1","11","04"
"928",2020-05-06,"16:52:00",3,1,46,190,6,"Apis mellifera","","","Taraxacum sp.",11.04,2021-05-06,"1","11","04"
"929",2020-05-06,"16:52:00",3,1,46,190,7,"Apis mellifera","","","Taraxacum sp.",12.06,2021-05-06,"1","12","06"
"930",2020-05-06,"16:52:00",3,1,46,190,8,"Apis mellifera","","","Taraxacum sp.",11.07,2021-05-06,"1","11","07"
"931",2020-05-06,"16:52:00",3,1,46,190,9,"Apis mellifera","","","Taraxacum sp.",11.07,2021-05-06,"1","11","07"
"932",2020-05-06,"16:52:00",3,1,46,190,10,"Apis mellifera","","","Taraxacum sp.",11.07,2021-05-06,"1","11","07"
"933",2020-05-06,"16:52:00",3,1,46,190,11,"Apis mellifera","","","Taraxacum sp.",10.07,2021-05-06,"1","10","07"
"934",2020-05-06,"16:55:00",3,1,47,191,1,"Apis mellifera","","","Taraxacum sp.",15.1,2021-05-06,"1","15","1"
"935",2020-05-06,"16:55:00",3,1,47,191,2,"Apis mellifera","","","Taraxacum sp.",15.1,2021-05-06,"1","15","1"
"936",2020-05-06,"16:55:00",3,1,47,191,3,"Apis mellifera","","","Taraxacum sp.",16.11,2021-05-06,"1","16","11"
"937",2020-05-06,"16:55:00",3,1,48,192,1,"Eupeodes corollae","?=C17","","Bellis perennis",15.1,2021-05-06,"1","15","1"
"938",2020-05-06,"16:55:00",3,1,48,192,2,"Eupeodes corollae","?=C17","","Bellis perennis",15.1,2021-05-06,"1","15","1"
"939",2020-05-06,"16:55:00",3,1,48,192,3,"Eupeodes corollae","?=C17","","Bellis perennis",16.11,2021-05-06,"1","16","11"
"940",2020-05-06,"16:55:00",3,1,48,192,4,"Eupeodes corollae","?=C17","","Bellis perennis",16.11,2021-05-06,"1","16","11"
"941",2020-05-06,"16:58:00",3,1,49,193,1,"Bombus pascuorum","","","Viola riviniana",15.08,2021-05-06,"1","15","08"
"942",2020-05-06,"16:58:00",3,1,49,193,2,"Bombus pascuorum","","","Viola riviniana",24.16,2021-05-06,"1","24","16"
"943",2020-05-06,"17:00:00",3,1,50,194,1,"Apis mellifera","","","Taraxacum sp.",16.18,2021-05-06,"1","16","18"
"944",2020-05-06,"17:00:00",3,1,50,194,2,"Apis mellifera","","","Taraxacum sp.",15.18,2021-05-06,"1","15","18"
"945",2020-05-06,"17:00:00",3,1,50,194,3,"Apis mellifera","","","Taraxacum sp.",15.18,2021-05-06,"1","15","18"
"946",2020-05-06,"17:00:00",3,1,50,194,4,"Apis mellifera","","","Taraxacum sp.",15.18,2021-05-06,"1","15","18"
"947",2020-05-06,"17:00:00",3,1,50,194,5,"Apis mellifera","","","Taraxacum sp.",15.18,2021-05-06,"1","15","18"
"948",2020-05-06,"17:00:00",3,1,50,194,6,"Apis mellifera","","","Taraxacum sp.",16.19,2021-05-06,"1","16","19"
"949",2020-05-06,"17:00:00",3,1,50,194,7,"Apis mellifera","","","Taraxacum sp.",15.19,2021-05-06,"1","15","19"
"950",2020-05-06,"17:00:00",3,1,51,195,1,"Apis mellifera","","","Taraxacum sp.",17.12,2021-05-06,"1","17","12"
"951",2020-05-06,"17:00:00",3,1,51,195,2,"Apis mellifera","","","Taraxacum sp.",17.12,2021-05-06,"1","17","12"
"952",2020-05-06,"17:00:00",3,1,51,195,3,"Apis mellifera","","","Taraxacum sp.",17.12,2021-05-06,"1","17","12"
"953",2020-05-06,"17:00:00",3,1,51,195,4,"Apis mellifera","","","Taraxacum sp.",17.13,2021-05-06,"1","17","13"
"954",2020-05-06,"17:00:00",3,1,51,195,5,"Apis mellifera","","","Taraxacum sp.",16.12,2021-05-06,"1","16","12"
"955",2020-05-06,"17:00:00",3,1,51,195,6,"Apis mellifera","","","Taraxacum sp.",15.12,2021-05-06,"1","15","12"
"956",2020-05-06,"17:03:00",3,1,52,196,1,"Apis mellifera","","","Taraxacum sp.",15.12,2021-05-06,"1","15","12"
"957",2020-05-06,"17:03:00",3,1,52,196,2,"Apis mellifera","","","Taraxacum sp.",14.11,2021-05-06,"1","14","11"
"958",2020-05-06,"17:03:00",3,1,52,196,3,"Apis mellifera","","","Taraxacum sp.",15.12,2021-05-06,"1","15","12"
"959",2020-05-06,"17:10:00",3,1,53,197,1,"Apis mellifera","","","Taraxacum sp.",7.1,2021-05-06,"1","7","1"
"960",2020-05-06,"17:10:00",3,1,53,197,2,"Apis mellifera","","","Taraxacum sp.",7.11,2021-05-06,"1","7","11"
"961",2020-05-06,"17:10:00",3,1,53,197,3,"Apis mellifera","","","Taraxacum sp.",7.11,2021-05-06,"1","7","11"
"962",2020-05-06,"17:10:00",3,1,53,197,4,"Apis mellifera","","","Taraxacum sp.",7.12,2021-05-06,"1","7","12"
"963",2020-05-06,"17:10:00",3,1,53,197,5,"Apis mellifera","","","Taraxacum sp.",7.13,2021-05-06,"1","7","13"
"964",2020-05-06,"17:10:00",3,1,53,197,6,"Apis mellifera","","","Taraxacum sp.",7.13,2021-05-06,"1","7","13"
"965",2020-05-06,"17:11:00",3,1,54,198,1,"Apis mellifera","","","Taraxacum sp.",23.19,2021-05-06,"1","23","19"
"966",2020-05-06,"17:11:00",3,1,54,198,2,"Apis mellifera","","","Taraxacum sp.",23.19,2021-05-06,"1","23","19"
"967",2020-05-06,"17:11:00",3,1,54,198,3,"Apis mellifera","","","Taraxacum sp.",23.19,2021-05-06,"1","23","19"
"968",2020-05-06,"17:13:00",3,1,55,199,1,"Eupeodes corollae","?=C17","","Bellis perennis",11.14,2021-05-06,"1","11","14"
"969",2020-05-06,"17:13:00",3,1,55,199,2,"Eupeodes corollae","?=C17","","Bellis perennis",11.14,2021-05-06,"1","11","14"
"970",2020-05-06,"17:13:00",3,1,55,199,3,"Eupeodes corollae","?=C17","","Bellis perennis",12.15,2021-05-06,"1","12","15"
"971",2020-05-06,"17:14:00",3,1,56,200,1,"Apis mellifera","","","Taraxacum sp.",17.12,2021-05-06,"1","17","12"
"972",2020-05-06,"17:14:00",3,1,56,200,2,"Apis mellifera","","","Taraxacum sp.",17.12,2021-05-06,"1","17","12"
"973",2020-05-06,"17:14:00",3,1,56,200,3,"Apis mellifera","","","Taraxacum sp.",17.12,2021-05-06,"1","17","12"
"974",2020-05-06,"17:14:00",3,1,56,200,4,"Apis mellifera","","","Taraxacum sp.",17.13,2021-05-06,"1","17","13"
"975",2020-05-07,"10:50:00",1,2,1,201,1,"Empis sp","C18","","Hutchinsia alpina",3.23,2021-05-07,"2","3","23"
"976",2020-05-07,"10:50:00",1,2,1,201,2,"Empis sp","C18","","Hutchinsia alpina",3.23,2021-05-07,"2","3","23"
"977",2020-05-07,"10:50:00",1,2,1,201,3,"Empis sp","C18","","Hutchinsia alpina",3.23,2021-05-07,"2","3","23"
"978",2020-05-07,"10:55:00",1,2,2,202,1,"Anthocharis cardamines","","macho","Cardamine pratensis",15.07,2021-05-07,"2","15","07"
"979",2020-05-07,"10:55:00",1,2,2,202,2,"Anthocharis cardamines","","macho","Cardamine pratensis",15.07,2021-05-07,"2","15","07"
"980",2020-05-07,"10:58:00",1,2,3,203,1,"Pieris napi","","","Bellis perennis",8.03,2021-05-07,"2","8","03"
"981",2020-05-07,"10:58:00",1,2,3,203,2,"Pieris napi","","","Taraxacum sp.",7.02,2021-05-07,"2","7","02"
"982",2020-05-07,"10:58:00",1,2,3,203,3,"Pieris napi","","","Bellis perennis",7.02,2021-05-07,"2","7","02"
"983",2020-05-07,"10:58:00",1,2,3,203,4,"Pieris napi","","","Cardamine pratensis",10.04,2021-05-07,"2","10","04"
"984",2020-05-07,"10:58:00",1,2,3,203,5,"Pieris napi","","","Taraxacum sp.",10.03,2021-05-07,"2","10","03"
"985",2020-05-07,"11:04:00",1,2,4,204,1,"Apis mellifera","","","Taraxacum sp.",6,2021-05-07,"2","6","6"
"986",2020-05-07,"11:04:00",1,2,4,204,2,"Apis mellifera","","","Taraxacum sp.",6,2021-05-07,"2","6","6"
"987",2020-05-07,"11:04:00",1,2,4,204,3,"Apis mellifera","","","Taraxacum sp.",6,2021-05-07,"2","6","6"
"988",2020-05-07,"11:04:00",1,2,4,204,4,"Apis mellifera","","","Taraxacum sp.",6,2021-05-07,"2","6","6"
"989",2020-05-07,"11:04:00",1,2,4,204,5,"Apis mellifera","","","Taraxacum sp.",6,2021-05-07,"2","6","6"
"990",2020-05-07,"11:06:00",1,2,5,205,1,"Apis mellifera","","","Taraxacum sp.",4.17,2021-05-07,"2","4","17"
"991",2020-05-07,"11:06:00",1,2,5,205,2,"Apis mellifera","","","Taraxacum sp.",4.17,2021-05-07,"2","4","17"
"992",2020-05-07,"11:06:00",1,2,5,205,3,"Apis mellifera","","","Taraxacum sp.",3.17,2021-05-07,"2","3","17"
"993",2020-05-07,"11:06:00",1,2,5,205,4,"Apis mellifera","","","Taraxacum sp.",4.18,2021-05-07,"2","4","18"
"994",2020-05-07,"11:06:00",1,2,5,205,5,"Apis mellifera","","","Taraxacum sp.",5.18,2021-05-07,"2","5","18"
"995",2020-05-07,"11:06:00",1,2,5,205,6,"Apis mellifera","","","Taraxacum sp.",3.15,2021-05-07,"2","3","15"
"996",2020-05-07,"11:06:00",1,2,5,205,7,"Apis mellifera","","","Taraxacum sp.",3.15,2021-05-07,"2","3","15"
"997",2020-05-07,"11:06:00",1,2,5,205,8,"Apis mellifera","","","Taraxacum sp.",3.14,2021-05-07,"2","3","14"
"998",2020-05-07,"11:06:00",1,2,5,205,9,"Apis mellifera","","","Taraxacum sp.",3.13,2021-05-07,"2","3","13"
"999",2020-05-07,"11:06:00",1,2,5,205,10,"Apis mellifera","","","Taraxacum sp.",2.14,2021-05-07,"2","2","14"
"1000",2020-05-07,"11:06:00",1,2,5,205,11,"Apis mellifera","","","Taraxacum sp.",2.13,2021-05-07,"2","2","13"
"1001",2020-05-07,"11:06:00",1,2,5,205,12,"Apis mellifera","","","Taraxacum sp.",2.13,2021-05-07,"2","2","13"
"1002",2020-05-07,"11:13:00",1,2,6,206,1,"C19","C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1003",2020-05-07,"11:13:00",1,2,6,206,2,"C19","C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1004",2020-05-07,"11:13:00",1,2,6,206,3,"C19","C19","","Bellis perennis",5.22,2021-05-07,"2","5","22"
"1005",2020-05-07,"11:13:00",1,2,6,206,4,"C19","C19","","Bellis perennis",5.22,2021-05-07,"2","5","22"
"1006",2020-05-07,"11:17:00",1,2,7,207,1,"Apis mellifera","","","Taraxacum sp.",9.06,2021-05-07,"2","9","06"
"1007",2020-05-07,"11:17:00",1,2,7,207,2,"Apis mellifera","","","Taraxacum sp.",9.06,2021-05-07,"2","9","06"
"1008",2020-05-07,"11:17:00",1,2,7,207,3,"Apis mellifera","","","Taraxacum sp.",11.08,2021-05-07,"2","11","08"
"1009",2020-05-07,"11:17:00",1,2,7,207,4,"Apis mellifera","","","Taraxacum sp.",11.08,2021-05-07,"2","11","08"
"1010",2020-05-07,"11:17:00",1,2,7,207,5,"Apis mellifera","","","Taraxacum sp.",11.08,2021-05-07,"2","11","08"
"1011",2020-05-07,"11:18:00",1,2,8,208,1,"C19","C19","","Bellis perennis",6.23,2021-05-07,"2","6","23"
"1012",2020-05-07,"11:18:00",1,2,8,208,2,"C19","C19","","Bellis perennis",6.22,2021-05-07,"2","6","22"
"1013",2020-05-07,"11:18:00",1,2,8,208,3,"C19","C19","","Bellis perennis",6.22,2021-05-07,"2","6","22"
"1014",2020-05-07,"11:18:00",1,2,8,208,4,"C19","C19","","Bellis perennis",6.22,2021-05-07,"2","6","22"
"1015",2020-05-07,"11:18:00",1,2,8,208,5,"C19","C19","","Hutchinsia alpina",6.21,2021-05-07,"2","6","21"
"1016",2020-05-07,"11:18:00",1,2,8,208,6,"C19","C19","","Hutchinsia alpina",6.21,2021-05-07,"2","6","21"
"1017",2020-05-07,"11:18:00",1,2,8,208,7,"C19","C19","","Hutchinsia alpina",6.21,2021-05-07,"2","6","21"
"1018",2020-05-07,"11:18:00",1,2,8,208,8,"C19","C19","","Hutchinsia alpina",6.21,2021-05-07,"2","6","21"
"1019",2020-05-07,"11:20:00",1,2,9,209,1,"Apis mellifera","","","Taraxacum sp.",10.05,2021-05-07,"2","10","05"
"1020",2020-05-07,"11:20:00",1,2,9,209,2,"Apis mellifera","","","Taraxacum sp.",10.05,2021-05-07,"2","10","05"
"1021",2020-05-07,"11:20:00",1,2,9,209,3,"Apis mellifera","","","Taraxacum sp.",10.05,2021-05-07,"2","10","05"
"1022",2020-05-07,"11:20:00",1,2,9,209,4,"Apis mellifera","","","Taraxacum sp.",11.05,2021-05-07,"2","11","05"
"1023",2020-05-07,"11:23:00",1,2,10,210,1,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1024",2020-05-07,"11:23:00",1,2,10,210,2,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1025",2020-05-07,"11:23:00",1,2,10,210,3,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1026",2020-05-07,"11:23:00",1,2,10,210,4,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1027",2020-05-07,"11:23:00",1,2,10,210,5,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1028",2020-05-07,"11:23:00",1,2,10,210,6,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1029",2020-05-07,"11:23:00",1,2,10,210,7,"Apis mellifera","","","Taraxacum sp.",2.17,2021-05-07,"2","2","17"
"1030",2020-05-07,"11:23:00",1,2,10,210,8,"Apis mellifera","","","Taraxacum sp.",1.17,2021-05-07,"2","1","17"
"1031",2020-05-07,"11:25:00",1,2,11,211,1,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1032",2020-05-07,"11:25:00",1,2,11,211,2,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1033",2020-05-07,"11:25:00",1,2,11,211,3,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1034",2020-05-07,"11:25:00",1,2,11,211,4,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1035",2020-05-07,"11:25:00",1,2,11,211,5,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1036",2020-05-07,"11:25:00",1,2,11,211,6,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1037",2020-05-07,"11:25:00",1,2,11,211,7,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1038",2020-05-07,"11:25:00",1,2,11,211,8,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1039",2020-05-07,"11:25:00",1,2,11,211,9,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1040",2020-05-07,"11:25:00",1,2,11,211,10,"Lucilia silvarum","C21","","Hutchinsia alpina",2.18,2021-05-07,"2","2","18"
"1041",2020-05-07,"11:27:00",1,2,12,212,1,"C22","C22","","Hutchinsia alpina",5.22,2021-05-07,"2","5","22"
"1042",2020-05-07,"11:27:00",1,2,12,212,2,"C22","C22","","Hutchinsia alpina",5.22,2021-05-07,"2","5","22"
"1043",2020-05-07,"11:27:00",1,2,12,212,3,"C22","C22","","Hutchinsia alpina",5.22,2021-05-07,"2","5","22"
"1044",2020-05-07,"11:27:00",1,2,12,212,4,"C22","C22","","Hutchinsia alpina",5.22,2021-05-07,"2","5","22"
"1045",2020-05-07,"11:27:00",1,2,12,212,5,"C22","C22","","Hutchinsia alpina",5.22,2021-05-07,"2","5","22"
"1046",2020-05-07,"11:27:00",1,2,12,212,6,"C22","C22","","Hutchinsia alpina",5.22,2021-05-07,"2","5","22"
"1047",2020-05-07,"11:32:00",1,2,13,213,1,"Andrena cf. Morio","","","Taraxacum sp.",19.06,2021-05-07,"2","19","06"
"1048",2020-05-07,"11:32:00",1,2,13,213,2,"Andrena cf. Morio","","","Bellis perennis",18.06,2021-05-07,"2","18","06"
"1049",2020-05-07,"11:32:00",1,2,13,213,3,"Andrena cf. Morio","","","Taraxacum sp.",19.06,2021-05-07,"2","19","06"
"1050",2020-05-07,"11:32:00",1,2,13,213,4,"Andrena cf. Morio","","","Taraxacum sp.",22.08,2021-05-07,"2","22","08"
"1051",2020-05-07,"11:37:00",1,2,14,214,1,"Empis sp","?=C18","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1052",2020-05-07,"11:37:00",1,2,14,214,2,"Empis sp","?=C18","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1053",2020-05-07,"11:37:00",1,2,14,214,3,"Empis sp","?=C18","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1054",2020-05-07,"11:37:00",1,2,14,214,4,"Empis sp","?=C18","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1055",2020-05-07,"11:37:00",1,2,14,214,5,"Empis sp","?=C18","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1056",2020-05-07,"11:40:00",1,2,15,215,1,"?=C19","?=C19","","Taraxacum sp.",6.2,2021-05-07,"2","6","2"
"1057",2020-05-07,"11:40:00",1,2,15,215,2,"?=C19","?=C19","","Taraxacum sp.",6.19,2021-05-07,"2","6","19"
"1058",2020-05-07,"11:42:00",1,2,16,216,1,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1059",2020-05-07,"11:42:00",1,2,16,216,2,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1060",2020-05-07,"11:42:00",1,2,16,216,3,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1061",2020-05-07,"11:42:00",1,2,16,216,4,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1062",2020-05-07,"11:42:00",1,2,16,216,5,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1063",2020-05-07,"11:42:00",1,2,16,216,6,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1064",2020-05-07,"11:42:00",1,2,16,216,7,"?=C22","?=C22","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1065",2020-05-07,"11:46:00",1,2,17,217,1,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1066",2020-05-07,"11:46:00",1,2,17,217,2,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1067",2020-05-07,"11:46:00",1,2,17,217,3,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1068",2020-05-07,"11:46:00",1,2,17,217,4,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1069",2020-05-07,"11:46:00",1,2,17,217,5,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1070",2020-05-07,"11:46:00",1,2,17,217,6,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1071",2020-05-07,"11:46:00",1,2,17,217,7,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1072",2020-05-07,"11:46:00",1,2,17,217,8,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1073",2020-05-07,"11:46:00",1,2,17,217,9,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1074",2020-05-07,"11:46:00",1,2,17,217,10,"?=C19","?=C19","","Hutchinsia alpina",7.21,2021-05-07,"2","7","21"
"1075",2020-05-07,"11:46:00",1,2,17,217,11,"?=C19","?=C19","","Hutchinsia alpina",8.21,2021-05-07,"2","8","21"
"1076",2020-05-07,"11:46:00",1,2,17,217,12,"?=C19","?=C19","","Hutchinsia alpina",8.22,2021-05-07,"2","8","22"
"1077",2020-05-07,"11:46:00",1,2,17,217,13,"?=C19","?=C19","","Hutchinsia alpina",8.22,2021-05-07,"2","8","22"
"1078",2020-05-07,"11:55:00",1,2,18,218,1,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1079",2020-05-07,"11:55:00",1,2,18,218,2,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1080",2020-05-07,"11:55:00",1,2,18,218,3,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1081",2020-05-07,"11:55:00",1,2,18,218,4,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1082",2020-05-07,"11:55:00",1,2,18,218,5,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1083",2020-05-07,"11:55:00",1,2,18,218,6,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1084",2020-05-07,"11:55:00",1,2,18,218,7,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1085",2020-05-07,"11:55:00",1,2,18,218,8,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1086",2020-05-07,"11:55:00",1,2,18,218,9,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1087",2020-05-07,"11:55:00",1,2,18,218,10,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1088",2020-05-07,"11:55:00",1,2,18,218,11,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1089",2020-05-07,"11:55:00",1,2,18,218,12,"?=C19","?=C19","","Bellis perennis",4.21,2021-05-07,"2","4","21"
"1090",2020-05-07,"11:55:00",1,2,18,218,13,"?=C19","?=C19","","Hutchinsia alpina",4.21,2021-05-07,"2","4","21"
"1091",2020-05-07,"11:55:00",1,2,18,218,14,"?=C19","?=C19","","Hutchinsia alpina",4.21,2021-05-07,"2","4","21"
"1092",2020-05-07,"11:55:00",1,2,18,218,15,"?=C19","?=C19","","Hutchinsia alpina",3.22,2021-05-07,"2","3","22"
"1093",2020-05-07,"11:55:00",1,2,18,218,16,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1094",2020-05-07,"11:55:00",1,2,18,218,17,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1095",2020-05-07,"11:55:00",1,2,18,218,18,"?=C19","?=C19","","Hutchinsia alpina",4.22,2021-05-07,"2","4","22"
"1096",2020-05-07,"11:55:00",1,2,18,218,19,"?=C19","?=C19","","Potentilla sterilis",3.22,2021-05-07,"2","3","22"
"1097",2020-05-07,"11:55:00",1,2,18,218,20,"?=C19","?=C19","","Hutchinsia alpina",3.22,2021-05-07,"2","3","22"
"1098",2020-05-07,"11:55:00",1,2,18,218,21,"?=C19","?=C19","","Hutchinsia alpina",3.22,2021-05-07,"2","3","22"
"1099",2020-05-07,"11:57:00",1,2,19,219,1,"Apis mellifera","","","Taraxacum sp.",10.17,2021-05-07,"2","10","17"
"1100",2020-05-07,"11:57:00",1,2,19,219,2,"Apis mellifera","","","Taraxacum sp.",10.17,2021-05-07,"2","10","17"
"1101",2020-05-07,"11:57:00",1,2,19,219,3,"Apis mellifera","","","Taraxacum sp.",10.17,2021-05-07,"2","10","17"
"1102",2020-05-07,"11:57:00",1,2,19,219,4,"Apis mellifera","","","Taraxacum sp.",11.18,2021-05-07,"2","11","18"
"1103",2020-05-07,"11:57:00",1,2,19,219,5,"Apis mellifera","","","Taraxacum sp.",11.18,2021-05-07,"2","11","18"
"1104",2020-05-07,"11:57:00",1,2,19,219,6,"Apis mellifera","","","Taraxacum sp.",9.17,2021-05-07,"2","9","17"
"1105",2020-05-07,"11:57:00",1,2,19,219,7,"Apis mellifera","","","Taraxacum sp.",9.18,2021-05-07,"2","9","18"
"1106",2020-05-07,"11:57:00",1,2,19,219,8,"Apis mellifera","","","Taraxacum sp.",7.18,2021-05-07,"2","7","18"
"1107",2020-05-07,"11:57:00",1,2,19,219,9,"Apis mellifera","","","Taraxacum sp.",7.17,2021-05-07,"2","7","17"
"1108",2020-05-07,"11:57:00",1,2,19,219,10,"Apis mellifera","","","Taraxacum sp.",4.16,2021-05-07,"2","4","16"
"1109",2020-05-07,"11:57:00",1,2,19,219,11,"Apis mellifera","","","Taraxacum sp.",4.15,2021-05-07,"2","4","15"
"1110",2020-05-07,"11:57:00",1,2,19,219,12,"Apis mellifera","","","Taraxacum sp.",3.14,2021-05-07,"2","3","14"
"1111",2020-05-07,"11:58:00",1,2,20,220,1,"?=C19","?=C19","","Bellis perennis",3.14,2021-05-07,"2","3","14"
"1112",2020-05-07,"11:58:00",1,2,20,220,2,"?=C19","?=C19","","Bellis perennis",3.14,2021-05-07,"2","3","14"
"1113",2020-05-07,"11:58:00",1,2,21,221,1,"?=C19","?=C19","","Bellis perennis",15.07,2021-05-07,"2","15","07"
"1114",2020-05-07,"11:58:00",1,2,21,221,2,"?=C19","?=C19","","Bellis perennis",15.07,2021-05-07,"2","15","07"
"1115",2020-05-07,"11:58:00",1,2,21,221,3,"?=C19","?=C19","","Bellis perennis",15.07,2021-05-07,"2","15","07"
"1116",2020-05-07,"11:58:00",1,2,21,221,4,"?=C19","?=C19","","Bellis perennis",15.07,2021-05-07,"2","15","07"
